|joey|rachel|monica|phoebe|chandler|ross|other
focused|1|0|0|0|0|1|0
pigtails|0|0|0|0|1|0|0
scenarios|1|0|0|0|0|0|0
improvement|0|0|0|0|0|0|1
goldman|0|0|0|1|1|0|0
silverman|0|0|0|1|0|0|0
phil|0|0|2|2|3|0|1
shampoo|1|4|0|0|0|2|0
bellied|0|0|0|1|0|0|0
lilly|0|0|0|3|0|0|3
livered|0|0|0|1|0|0|0
ripping|1|1|0|1|1|0|0
silvia|0|0|0|0|0|2|0
shaken|2|0|0|0|0|1|0
cranky|1|0|1|0|0|0|1
dollhouse|1|0|4|1|0|1|0
dolls|0|0|0|1|0|0|0
women’s|1|1|0|4|0|0|1
catalogue|0|1|0|0|0|1|1
versachi|0|0|0|0|0|0|1
gaelic|0|0|0|0|1|0|0
‘thy|0|0|0|0|1|0|0
turkey’s|0|0|0|1|1|0|0
wallpaper’s|0|0|1|0|0|0|0
faded|0|0|1|0|0|2|0
carpet’s|0|0|1|0|0|0|0
hardwood|0|0|1|0|0|0|0
radioactive|0|0|0|1|0|1|0
sneezes|0|0|0|0|1|0|0
attic|0|0|1|3|0|1|1
ancient|0|0|0|1|0|3|0
burial|0|0|0|1|0|1|0
government|0|0|1|2|1|0|0
dug|1|0|0|0|1|1|0
checkin’|0|0|0|0|1|0|0
surreal|0|1|0|0|0|0|0
rrroof|0|0|0|1|0|1|0
ghosts|2|1|1|0|0|0|0
victorian|0|0|1|0|0|1|0
hovering|0|0|0|0|0|1|0
kate’s|2|0|0|0|0|0|1
understudy|1|0|0|0|0|0|1
rehearsals|0|0|0|0|0|0|1
props|0|0|0|0|0|0|1
licorice|0|0|1|2|0|0|0
tootsie|1|0|1|1|0|0|0
coolest|0|0|0|0|0|2|0
aroma|0|0|0|1|0|1|0
cabinet|0|0|2|0|2|1|0
ooohhhh|0|0|0|0|0|0|1
crisp|0|0|0|0|1|0|0
joanna’s|0|1|0|0|2|0|0
dud|0|1|0|0|1|0|0
clicked|0|0|0|0|0|0|1
appear|2|0|0|0|0|1|2
committing|0|0|0|0|0|0|1
counts|1|1|2|0|0|1|0
painting|1|1|2|0|0|1|0
adrian’s|0|0|0|0|0|0|1
adrian|1|0|0|0|0|0|0
wrap|3|2|3|3|0|2|2
undo|1|1|0|3|1|0|0
‘this|0|0|0|0|1|0|0
‘nice|0|1|0|0|0|0|0
her’|0|0|0|0|1|0|0
compulsion|0|0|0|0|1|0|0
intimated|0|0|0|0|0|0|1
‘in|0|0|0|0|1|0|0
mascara|0|0|0|1|2|0|0
goop|0|0|0|0|2|0|0
marshall|1|0|0|0|0|0|0
originated|0|0|0|0|0|1|0
giraffe’s|0|0|1|0|0|0|0
pirate|0|0|2|1|0|0|0
foster|0|0|0|1|0|0|0
sophie’s|0|1|0|0|0|0|0
loreo|1|0|0|0|0|0|0
skates|0|1|0|0|0|0|1
suggestion|0|0|2|0|1|2|0
cocoa|0|0|0|0|0|0|1
goatee|1|0|0|0|0|0|0
priest|0|0|0|0|1|0|0
quincy’s|1|0|0|0|0|0|0
panel|0|0|0|0|0|1|0
discovery|3|1|0|1|0|6|0
channel’s|0|0|0|0|0|1|0
vest|1|2|0|2|0|0|0
baskets|0|0|0|1|0|0|1
remains|0|0|0|0|0|2|1
result|0|0|0|0|0|0|1
improper|0|0|0|0|0|0|1
sturdier|0|0|1|0|0|0|0
crumpled|0|0|1|0|0|0|0
toiletries|0|0|1|0|0|1|0
japan|1|0|1|1|0|0|0
permanent|0|0|1|0|0|1|0
closest|0|0|0|1|0|0|1
bakery|0|3|3|0|1|2|0
pete’s|1|0|2|1|0|1|0
necklace|1|0|2|0|1|5|1
stu|0|0|2|0|0|0|0
vincent|1|0|1|0|0|0|1
health|2|2|2|5|1|3|5
river|2|1|1|0|1|1|1
colonel|0|0|2|0|0|0|0
sanders|0|1|1|0|0|0|0
gin|0|1|1|0|1|0|0
topless|1|0|0|0|2|0|0
kicks|1|0|1|0|3|0|0
fowl|0|0|0|0|1|0|0
lot’s|0|0|1|2|0|0|0
name’s|0|1|0|0|1|0|1
journalist|0|0|0|0|0|0|1
fictitious|0|0|0|1|0|0|0
intuitive|0|0|0|2|2|0|0
psychic|0|0|0|7|0|2|0
substantial|0|0|0|1|0|0|0
chickeeeen|0|0|0|0|1|0|0
rehearsal|0|0|3|0|3|0|1
gallivanting|0|0|0|0|1|0|0
brings|1|1|0|1|0|3|2
aspirin|0|0|0|0|0|1|0
bosses|1|2|1|0|4|0|0
rib|0|0|1|1|0|1|0
oke|0|0|0|0|0|1|0
dokey|0|1|0|0|0|2|0
subtle|1|2|1|0|1|0|0
swore|0|0|1|2|0|0|0
trans|0|1|0|0|0|0|0
yowzah|0|0|0|0|0|1|0
clogs|0|1|2|1|0|0|0
lassie|0|0|1|0|0|0|0
shelter|0|0|0|0|1|3|1
refridgerator|0|0|1|0|0|0|0
gigantic|0|0|1|0|0|0|0
burners|0|0|2|0|0|0|0
ray|4|1|0|0|1|2|12
clipped|0|0|0|1|0|0|0
flimby’s|0|1|0|1|0|0|0
warranty|0|0|0|1|0|0|0
expires|1|0|0|1|0|0|0
versus|0|0|0|1|0|0|0
es|0|1|0|0|1|0|0
sewer|0|0|0|0|1|1|1
shaving|1|0|1|0|0|3|1
medicine|0|0|2|4|1|1|2
speaker|1|0|1|0|1|3|2
patience|0|1|0|2|0|0|2
cailin|0|0|0|0|0|2|0
moron|0|0|2|0|0|2|1
surrounded|0|0|1|0|1|0|2
viscously|0|0|0|0|0|1|0
screamed|0|1|0|0|1|4|0
strangers|1|0|1|0|1|4|2
baaad|0|0|1|0|0|2|0
odd|1|0|0|1|1|1|0
pursued|0|0|0|0|0|0|1
outstanding|0|0|0|0|0|0|1
representation|0|0|0|0|0|0|1
tommy’s|0|1|0|0|0|1|0
boxing|0|0|0|0|0|0|1
lucille|0|0|0|0|0|0|1
lortel|0|0|0|0|0|0|1
uneven|0|1|0|0|0|0|1
performance|0|3|0|1|1|0|3
miller’s|0|0|0|0|0|0|1
mannered|0|0|0|0|0|0|1
laughable|0|0|0|0|0|0|2
badda|0|0|0|0|0|0|3
marshal|0|0|0|0|0|0|1
talmant|0|0|0|0|0|0|1
talentless|0|0|0|0|0|0|1
mother’s|0|0|2|1|0|0|5
crab|4|0|0|0|0|4|6
critics|1|0|0|0|0|0|0
critic|0|0|1|0|0|0|2
plague|0|0|0|0|0|0|1
classy|4|0|1|2|0|0|0
clawing|1|0|0|0|0|0|0
newspapers|0|1|1|1|1|0|1
trashed|1|0|0|0|0|0|0
smartest|2|1|0|0|0|1|1
hurl|1|0|0|0|0|0|0
riboflavin|0|0|0|1|0|0|0
doofy|0|0|0|0|0|0|2
hairdo|0|0|0|0|0|0|1
summertime|0|1|0|0|0|0|0
tommyyyy|0|1|0|0|0|0|0
freshly|0|0|0|0|1|1|1
tarp|0|0|0|0|0|0|1
quacking|0|0|0|0|0|0|1
chic|0|0|0|0|0|0|1
whaa|0|0|0|0|0|1|1
museums|1|0|2|0|1|0|0
onstage|1|1|0|0|1|0|1
flight’s|0|0|0|0|0|0|1
spaceship|2|0|0|0|1|0|0
blargon|2|0|0|0|0|0|0
search|3|4|1|2|1|1|0
alternative|2|0|0|0|0|0|0
fuels|2|0|0|0|0|0|0
aged|3|0|0|1|0|0|0
801|0|0|0|1|0|1|0
800|0|1|0|2|1|1|0
toll|0|0|0|2|0|1|0
utah|1|0|0|1|0|1|0
companies|1|0|0|1|1|0|0
chuck|1|0|0|2|0|0|2
visually|0|0|0|0|0|1|0
accessible|0|0|0|0|0|1|0
heeeiiiiii|0|0|0|0|1|0|0
iiiii|0|0|0|0|1|0|0
wrinkly|1|0|0|0|0|0|0
pimple|0|0|0|0|1|1|0
fancier|0|0|0|0|1|0|0
winter|0|0|0|2|2|1|1
vince|1|0|0|10|0|0|1
fireman|1|1|0|6|1|0|0
highest|5|2|0|0|0|3|1
force|1|0|1|2|1|4|2
kindergarten|0|1|1|0|1|0|0
unlike|0|1|1|0|0|0|0
sowing|0|0|0|1|0|0|0
sowin|0|0|0|1|0|0|0
juggler|0|0|0|1|0|0|0
reads|1|0|1|2|2|0|0
benign|0|0|0|0|0|1|0
abnormality|0|0|0|0|0|1|1
identify|0|0|0|0|0|1|0
lopped|0|0|0|0|1|0|0
petes|1|0|3|0|0|0|0
cheated|1|1|0|1|0|1|0
mechanic|0|0|0|1|1|0|0
mill|0|0|0|0|0|2|0
johnson|0|0|0|0|1|0|1
hamilton|0|0|0|1|0|0|1
plants|0|0|3|0|1|0|1
burly|0|0|0|2|0|0|0
jasons|0|0|0|1|0|0|0
sissy|2|0|0|2|0|0|0
stumped|0|0|0|0|0|0|1
den|0|0|1|0|1|0|1
command|0|0|1|0|0|0|0
dimmer|0|0|0|0|0|1|0
kea|0|0|0|0|1|0|0
millionaires|1|0|0|0|0|0|0
watering|3|0|1|0|0|0|0
fiches|0|0|0|0|0|0|1
hiders|0|0|0|0|0|0|1
hugo|1|0|0|0|0|0|1
ligrens|1|0|0|0|0|0|0
design|1|2|0|0|0|0|0
“look|0|1|0|0|0|0|0
invitations|1|4|3|0|1|0|1
settings|0|1|0|0|0|1|0
jason’s|0|0|0|1|0|0|0
imagining|0|1|1|0|0|0|0
bouquet|0|1|0|0|1|0|0
journal|0|0|0|1|1|0|1
savory|0|0|0|0|0|1|0
brides|0|0|1|0|0|0|0
carin|0|1|0|0|0|0|0
clubbing|0|0|0|1|0|0|0
rushed|0|1|1|0|1|0|0
charcoal|0|0|0|2|0|0|0
drawings|0|0|0|1|1|0|0
so’s|0|0|0|1|0|0|0
guru|0|0|0|0|0|1|2
saj|0|0|0|0|0|0|2
attended|0|0|0|0|0|0|1
finest|0|0|0|1|0|3|1
schools|0|0|1|2|0|1|1
eeh|0|0|0|0|0|0|1
koondis|0|0|0|0|0|1|2
sav|0|0|0|0|0|0|1
angered|0|0|0|0|0|1|1
conquered|0|0|0|0|0|0|2
intellectual|0|0|0|1|0|0|1
conquer|0|0|0|0|0|0|1
champion|0|0|0|0|0|0|4
banned|0|0|0|0|0|0|1
49|1|0|0|0|0|1|1
koon|0|0|0|0|0|0|1
doe|0|0|0|0|0|0|1
brazilian|0|0|0|0|0|0|1
octagon|0|0|0|0|0|0|1
designed|0|0|0|0|0|0|1
“crazy|0|0|0|1|0|0|0
creepin’|0|0|0|1|0|0|0
rut|0|0|0|1|0|0|0
candle|0|0|0|5|0|2|2
could’ve|3|6|1|5|2|4|3
everything’s|4|5|0|2|1|5|1
cough|1|0|3|0|2|0|0
missouri|0|0|0|0|1|0|0
“you’re|0|0|0|0|1|0|0
crowded|0|0|0|0|0|0|1
gynaecologist|1|0|0|0|0|0|1
bowling|0|0|0|0|0|0|1
heeled|2|1|0|0|0|0|1
ooozing|0|0|0|0|0|0|1
oozing|0|0|0|0|0|0|1
tim|1|0|6|3|0|0|1
nada|0|0|0|0|0|0|1
definately|0|0|0|1|2|0|1
compete|0|0|2|0|1|1|0
“they’re|0|0|0|0|1|0|0
gouging|0|0|0|0|0|1|0
hooking|0|0|2|0|0|2|0
‘i’|0|0|0|0|0|0|1
martini|0|0|1|1|1|0|0
chuckles|0|0|1|0|1|0|1
aboard|1|0|0|0|1|0|1
reservations|0|2|0|2|3|3|0
slapping|1|1|0|0|2|0|0
yeesh|0|0|0|1|0|0|0
pat|2|1|0|1|1|2|1
congratulate|0|1|0|0|1|0|0
grabbin’|0|1|0|0|0|0|0
bonnie|3|4|0|4|0|3|0
height|0|0|0|1|0|1|0
iron|0|0|1|2|0|0|4
operators|0|0|0|0|0|0|1
concentrate|1|1|0|0|1|0|3
trainers|0|0|0|0|0|0|1
hoshi|0|0|0|0|0|0|3
assassin|0|0|0|0|0|0|1
painter|0|0|0|0|0|0|2
workout|1|0|1|0|0|1|0
fame|0|1|1|1|0|0|0
bonnie’s|1|0|0|1|0|0|0
computech|0|0|0|0|0|0|1
homerun|0|0|0|1|0|0|1
smacked|0|0|0|0|1|0|1
ricocheted|0|0|0|0|0|0|1
smacks|1|0|0|0|0|0|1
dartmouth|0|0|0|0|0|0|5
combo|0|0|0|0|0|1|0
appearing|0|0|0|0|0|0|1
debut|0|0|0|0|0|0|1
confrontational|0|0|0|0|0|0|1
introducing|0|0|0|0|0|1|2
beck|0|1|0|0|0|0|1
errrr|0|0|0|0|0|1|1
opponent|0|0|1|1|0|0|1
hunnington|0|0|0|0|0|0|1
fighter|0|0|1|1|0|0|2
abbottttttt|0|0|0|0|0|0|1
opponent’s|0|0|0|0|0|0|1
strength|0|0|3|1|1|0|2
“you|0|1|2|0|1|0|1
regrets|0|1|1|0|0|0|0
overnight|0|1|0|0|0|0|1
garage|0|1|1|0|2|1|5
appointments|0|0|0|2|0|1|1
862|0|0|0|0|0|0|1
ringside|0|0|0|0|0|0|1
concentration|0|0|0|0|0|0|1
interviewing|1|1|1|0|0|0|0
iran|0|0|1|0|0|0|0
thieves|0|0|1|0|0|0|0
fight’s|2|0|0|0|0|0|0
lotion|0|0|1|3|4|3|1
conducting|0|0|0|0|1|0|0
doug|0|0|2|0|7|0|1
praise|0|0|0|0|1|0|0
verbal|0|0|0|0|1|1|0
tanked|0|0|0|0|0|0|1
dicey|0|0|0|0|0|0|1
tapanzi|0|0|0|0|0|0|1
buttock|0|0|0|0|1|0|1
sentiment|0|1|0|1|1|1|0
posterior|0|0|0|0|1|0|0
ahhhhhhh|0|0|0|0|0|0|1
ahhhhh|0|1|0|0|1|0|0
ants|0|0|0|1|0|0|0
thigh|1|2|0|1|0|0|0
aggressive|0|0|0|1|0|0|0
ufff|0|1|0|0|0|0|0
precaution|0|0|0|0|0|0|1
spine|0|0|0|0|0|0|1
they’d|1|3|1|0|0|1|2
terror|0|0|0|0|0|1|1
rotator|0|0|0|0|0|0|1
cuff|0|0|0|0|0|0|1
fracture|0|0|0|0|0|0|1
forearm|0|0|0|0|0|0|1
severely|0|0|0|0|0|0|1
bruised|0|0|0|0|0|0|1
adam’s|0|0|0|0|0|0|1
killers|0|0|1|0|0|0|1
conclusion|0|0|0|0|0|0|1
stevens|0|0|3|0|0|2|4
joel|1|0|0|1|0|0|1
burg|0|0|0|0|0|0|1
circling|0|0|0|0|0|0|1
bruiser|0|0|0|0|0|0|2
listing|0|0|1|0|0|0|1
countries|0|0|2|0|0|1|0
1965|0|0|0|0|1|0|1
bummerrr|0|1|0|0|0|0|0
montauk|0|1|0|2|0|0|0
spinster|0|0|0|0|1|0|0
theoretically|0|0|0|0|1|2|0
luggage|1|1|0|1|1|1|1
impaired|0|1|0|0|0|1|0
ganged|0|0|0|1|0|0|0
flood|0|0|0|1|0|1|0
bedrooms|0|1|0|0|1|0|2
baths|0|0|1|0|2|0|1
abott|0|0|0|2|0|0|0
erwin’s|0|0|0|0|0|0|1
flingy|0|0|0|1|0|0|0
sangria|1|1|0|0|0|0|2
rainy|1|0|0|0|0|0|0
allll|0|1|0|0|0|0|0
boredddd|0|1|0|0|0|0|0
knitting|2|0|0|1|0|0|0
fonzy|0|0|0|0|0|1|0
clothing|0|0|0|1|0|0|1
electromagnetic|0|0|0|0|1|1|0
microscopes|0|0|0|0|0|1|0
prehistoric|0|0|0|0|0|1|0
forensics|0|0|0|0|0|1|0
pinky|0|1|0|0|0|1|0
tuscadero|0|0|0|0|0|1|0
sponsor|0|0|0|0|0|2|0
hooooo|0|0|0|0|0|0|1
arnold’s|0|1|0|0|0|0|0
boxers|1|1|1|0|0|0|1
peek|1|0|1|0|0|0|1
toenails|0|0|1|0|0|0|0
flirting|3|5|2|2|8|5|3
pier|0|0|0|0|0|1|1
cancelled|1|0|0|2|1|1|0
namesake|0|0|0|1|0|0|0
clamed|0|0|0|1|0|0|0
entering|0|0|0|1|0|1|1
nudge|0|1|0|0|0|0|0
razor|1|0|0|0|0|3|0
bouncing|0|0|0|0|0|2|0
balded|0|0|0|0|0|1|0
nnnnn|0|0|0|0|0|1|0
magioni|0|0|0|1|0|0|2
water’s|0|0|0|1|1|0|1
sane|0|0|0|0|0|2|0
gooood|0|1|0|2|0|1|0
dorf|0|0|0|0|2|0|0
joked|1|0|0|0|0|0|0
sunburned|0|0|0|0|0|0|1
sellfish|0|0|0|0|0|0|1
seashores|0|0|0|0|1|0|0
sweety|0|2|2|0|0|0|3
abandoner|0|0|0|1|0|0|0
loong|0|0|0|0|0|1|0
thorough|0|0|0|0|1|1|0
‘does|0|0|0|0|0|1|0
glance|0|0|0|0|0|1|0
holocaust|0|0|0|0|2|0|0
ennnh|0|0|2|0|0|0|0
canned|0|0|1|0|1|0|0
goods|0|1|1|0|1|0|0
jellyfish|1|0|3|0|0|2|0
ammonia|0|0|1|0|1|0|0
unfaithful|0|0|0|0|0|1|0
“if|0|0|0|0|0|1|0
“|0|0|0|1|0|1|0
wreck|1|0|2|1|1|0|0
montuak|0|0|0|0|0|0|1
“good|0|0|0|1|0|0|0
gist|0|0|0|0|0|0|1
stung|2|0|2|0|0|0|0
ewwww|0|0|0|0|0|2|4
bend|1|0|2|1|2|0|0
fright|1|0|0|0|0|0|0
“do|0|0|1|0|1|0|0
fuchsia|0|0|0|1|0|0|0
mauvvve|0|0|0|1|0|0|0
66|0|0|0|1|0|0|0
bedroommmm|0|0|0|1|0|0|0
beetles|0|0|0|1|0|0|1
“once|0|2|0|0|0|0|0
gain|1|2|0|0|0|1|0
rambled|0|0|0|0|0|2|0
apostrophe|0|0|0|0|0|2|0
‘you|0|1|0|0|0|2|0
‘your|0|0|0|0|0|2|0
handy|2|2|0|0|0|0|2
wishing|1|1|4|0|1|0|0
sliiiide|1|0|0|0|0|0|0
tetanus|0|0|0|0|1|0|0
555|0|0|0|0|0|0|1
9323|0|0|0|0|0|0|1
matthews|0|2|7|0|0|0|0
sensed|0|1|0|0|2|1|0
drunken|1|1|0|1|1|2|0
oak|0|0|0|0|0|1|1
prettiest|0|1|0|0|2|0|1
craftsmanship|0|0|0|0|1|0|0
gepeto|0|0|0|0|1|0|0
profit|1|0|1|0|0|0|0
accountant|1|0|0|0|0|0|1
shoo|0|0|0|2|0|0|0
glycoma|0|0|0|0|0|1|0
skeptismo|0|0|0|1|0|0|0
lined|1|1|0|2|1|0|0
roughy|0|0|0|1|0|0|0
peni|1|0|0|0|0|0|0
welch|0|2|0|0|0|0|1
chip’s|0|0|1|0|0|0|0
motorcycle|0|0|3|0|0|0|0
letterman|0|0|1|0|0|0|0
specially|0|1|1|0|0|0|0
mascot|0|1|0|0|0|0|0
rid|8|3|7|7|5|3|4
qualified|0|1|0|2|1|0|1
nails|0|0|1|3|2|0|2
squirming|0|0|0|1|0|0|0
replaced|0|0|0|1|1|0|0
canoe|0|0|0|0|2|0|3
tacked|0|1|0|0|0|0|0
soho|0|2|0|1|0|0|0
eah|2|1|0|0|0|0|0
misses|1|0|0|0|0|2|1
tummy|0|0|0|4|0|0|0
purred|0|0|0|1|0|0|0
doin’|18|5|3|0|2|1|4
sturdy|1|0|0|0|0|0|0
construction|1|0|0|0|0|0|0
compartments|3|0|0|0|0|0|0
coffin|1|0|0|0|0|0|0
price|2|0|2|1|4|1|1
chopper|0|0|1|0|1|0|0
lipper|0|0|1|0|0|0|0
simmons|0|0|0|4|0|0|2
zana|0|0|0|0|0|0|2
spindler|0|0|0|0|0|0|1
devane|0|0|0|0|0|0|1
kelly|0|0|1|0|0|0|1
goldie|0|0|0|0|0|0|1
zuchoff|0|0|0|0|0|0|1
mcgwire|0|0|0|0|0|0|1
breadsly|0|0|0|0|0|0|1
dorfman|0|0|0|0|0|0|1
architect|0|0|1|0|0|0|0
tryin’|2|0|0|0|0|0|0
multiplex|0|0|1|0|0|0|0
robbed|0|0|0|0|1|0|0
flyers|0|0|0|2|0|2|1
insensitive|0|0|1|0|0|1|0
reincarnated|0|0|0|0|0|1|0
friend’s|2|0|0|2|1|1|1
futon|0|0|0|0|0|1|0
basement|2|1|3|0|0|1|2
paddling|0|0|0|0|1|0|0
rusty|1|0|0|0|1|0|0
popped|2|1|1|0|0|1|0
cater|0|0|1|0|0|0|1
schmidgen|0|0|1|0|0|0|0
‘yes’|0|1|0|0|0|0|0
‘big|0|1|0|0|0|0|0
judged|0|1|0|0|1|0|0
occurrence|0|0|0|0|1|0|0
quiches|0|0|1|1|0|0|0
nail|0|0|1|1|2|0|1
polish|0|0|1|0|0|0|1
raved|0|0|0|0|0|0|1
maker|1|0|2|0|0|2|1
encyclopedias|0|0|0|0|0|0|2
nod|1|1|0|0|0|0|2
unconstituional|0|0|0|0|0|1|0
deserves|1|2|2|1|1|0|0
algonquin|0|0|0|0|1|0|0
grief|0|0|1|0|1|0|1
quiche|0|0|2|0|0|0|0
panic|1|0|1|1|3|0|1
fingernail|0|0|1|0|0|0|0
hiring|0|2|2|1|0|0|2
weinburg|0|0|1|0|0|0|0
hilarious|0|0|2|0|0|3|0
gag|0|0|0|1|0|0|1
macaroon|0|0|0|0|0|0|1
’s|0|0|0|0|1|0|0
boss’s|0|0|0|0|0|0|1
scoot|0|0|0|0|1|0|0
unlock|0|1|0|0|2|0|0
pantsuit|0|0|0|0|1|0|0
enter|2|0|2|2|1|0|2
walkman|0|1|0|0|2|0|0
handcuffs|1|0|0|0|3|0|1
gogh|0|0|0|0|0|1|1
pope|1|1|0|0|0|0|1
vatican|0|0|0|0|0|0|1
vulcanised|0|0|0|0|0|0|1
spock’s|1|0|0|0|0|0|0
a’s|0|0|0|1|0|0|0
announcer|0|0|0|1|1|0|0
rubs|0|1|0|0|0|0|0
photos|0|1|2|1|1|0|1
albums|0|3|0|0|0|0|0
vomit|1|0|1|0|4|0|0
learnin’|1|0|0|0|0|0|0
swing|3|4|7|3|3|4|4
stub|1|1|0|0|0|0|0
kleenex|1|0|0|0|0|0|0
pulp|6|0|0|0|2|0|0
d’oh|0|1|0|0|0|0|0
rumours|0|1|0|0|0|0|0
stingy|0|1|0|0|0|0|0
legend|0|2|0|0|0|0|0
generation’s|0|1|0|0|0|0|0
berle|0|1|0|0|1|0|0
casserole|2|1|1|1|0|0|0
ingredients|0|0|0|2|0|0|0
lasted|0|1|0|3|2|1|0
vesuvius|1|0|0|0|0|0|0
volcano|0|0|0|0|0|3|0
volcanoes|1|0|1|0|0|0|0
igneous|1|0|0|0|0|1|0
formation|1|0|0|0|0|0|0
lava|1|0|0|0|0|0|0
spewing|1|0|0|0|0|0|0
ash|1|0|0|0|0|0|0
dormant|1|0|0|0|0|0|0
vivisection|1|0|0|0|0|0|0
vasdeferens|1|0|0|0|0|0|0
vietnam|1|0|0|0|0|0|0
documentary|0|1|1|0|0|0|0
korean|0|0|1|0|0|0|0
korea|0|0|1|1|0|0|0
kims|0|0|0|0|1|0|0
poppy|0|2|0|0|0|0|2
seed|1|1|0|1|0|0|2
mishap|0|0|0|0|0|0|1
‘cool’|0|0|0|0|1|0|0
clogging|0|0|0|0|0|0|1
chute|1|2|1|0|0|0|4
unclogging|0|0|0|0|0|0|1
coveralls|0|0|0|0|0|0|1
session|1|0|0|2|0|0|0
member|0|0|0|1|2|0|3
phrases|0|0|0|0|1|0|0
peppiness|0|0|0|0|1|0|0
confuse|0|1|0|1|2|1|0
maria|0|0|0|0|2|1|1
lycra|0|0|0|0|1|0|0
plunger|0|0|0|0|0|0|1
stabilization|0|0|0|0|0|0|1
1968|0|0|0|0|0|0|2
illegally|1|0|0|0|0|0|1
potter|0|0|0|1|0|0|0
oath|0|0|0|3|0|2|0
petticure|0|0|1|0|0|0|0
flirtin’|0|0|1|0|0|0|0
arabian|0|0|0|1|0|0|0
evicted|1|1|0|0|0|1|0
cries|0|0|3|0|0|0|0
settled|1|0|2|0|1|0|2
washboard|0|0|0|0|0|1|0
pecs|0|0|0|0|1|1|1
flabby|0|0|0|0|1|0|0
saggy|0|0|0|0|1|0|0
swedish|0|2|2|4|1|0|2
spa|0|1|0|1|0|0|4
membership|0|0|0|0|0|0|1
quitters|0|0|0|0|0|0|1
siadic|0|0|0|2|0|0|1
injure|0|0|0|1|0|0|0
greenpeace|0|0|0|0|0|0|1
nicknames|1|0|0|0|0|1|0
lingo|1|0|0|0|0|0|0
superintendent’s|1|0|0|0|0|0|0
impress|1|0|0|0|1|0|2
marge|2|0|0|0|0|0|3
spotter|0|0|0|0|1|0|0
doomed|0|0|0|0|1|0|0
accounts|0|0|0|0|1|2|1
touchy|0|0|0|1|1|0|0
massaging|1|0|1|0|1|0|1
distract|1|2|1|1|1|0|0
dancy|0|1|0|0|0|0|0
pademarie|1|0|0|0|0|0|0
twinkle|0|1|0|0|0|0|0
manly|2|0|1|3|0|1|0
moves|2|4|4|0|2|0|3
lambert|0|0|0|0|0|0|1
closures|0|0|0|0|0|0|1
slides|0|1|0|1|0|4|1
rick’s|0|0|0|1|0|0|0
simon’s|0|0|0|0|0|0|1
policemen|0|0|0|1|0|0|0
spin|4|2|1|2|0|3|3
apartment’s|0|0|0|0|0|0|1
foxtrot|1|0|0|0|0|0|0
tango|1|0|0|0|0|0|0
amanda|0|1|7|1|1|5|2
birthdays|1|2|2|0|0|0|2
chucky|0|1|0|1|0|0|0
secrets|9|3|1|0|7|2|0
kathy|11|0|4|1|28|1|1
demonstrate|0|0|0|0|1|0|0
exceptionally|0|0|0|0|1|0|0
showin|1|0|0|0|0|0|0
whiskey|0|0|0|1|0|0|0
cofax|0|0|0|0|0|0|1
teamed|0|0|0|0|0|0|1
scenes|5|0|1|2|0|0|2
rehearse|0|0|0|1|1|0|0
kath|1|0|0|0|0|0|0
hamsters|1|0|0|1|0|0|0
researcher|0|0|0|0|0|0|1
floozy|0|0|0|2|0|0|0
amandas|0|0|0|0|0|1|0
josh|0|5|2|2|0|2|0
dudes|0|0|0|0|0|1|1
sweatshirt|2|0|1|0|0|0|0
varsity|0|0|0|0|0|0|1
organized|0|5|2|0|4|0|0
schedules|1|1|0|0|0|0|0
commodore|0|1|0|0|0|0|0
64|0|1|0|0|0|0|0
dope|0|0|0|0|0|0|1
phlegm|5|0|0|1|1|0|0
fetch|0|0|0|1|2|0|0
pneumonia|0|0|1|0|0|0|0
99|0|0|0|2|2|2|0
effort|2|0|1|0|2|0|0
noodle|6|0|0|2|1|0|1
broth|0|0|0|1|0|0|0
germs|0|0|0|1|0|0|0
fishnet|0|0|0|0|3|0|0
stockings|0|0|0|0|3|0|0
damned|1|0|1|0|0|0|0
fantastically|0|0|0|0|1|0|1
slit|0|0|0|0|1|0|0
rated|0|0|0|0|0|2|0
sitter|0|0|1|0|0|1|0
keg|0|0|1|0|0|0|0
platting|0|0|0|5|0|0|0
goats|0|0|0|2|0|0|0
initiate|0|0|0|0|0|0|1
papa|0|0|0|1|0|0|0
spokesmodel|0|1|0|0|0|0|0
instructor|0|1|0|1|0|0|0
doctoral|0|0|0|0|0|3|0
candidate|0|0|0|0|0|1|0
specializing|0|0|0|0|0|1|0
centazoic|0|0|0|0|0|1|0
era|1|2|3|1|1|4|1
easiest|0|0|0|0|2|1|0
phebes|0|0|0|0|1|0|0
kathys|0|0|0|0|2|0|0
edition|0|0|0|0|2|0|0
velveteen|0|1|1|0|2|0|1
oils|0|0|0|0|3|0|0
rare|0|1|1|1|0|2|0
bookstores|0|0|0|0|1|0|0
dealers|1|0|0|0|1|0|0
authors|0|0|0|0|1|0|0
grandchildren|0|0|0|0|1|1|0
meaningful|0|1|1|0|0|1|1
crossbow|0|0|0|1|0|0|0
equipment|1|0|1|0|0|0|0
negativity|0|0|0|1|0|0|0
monicannot|0|0|0|1|0|0|0
monican|0|0|0|1|0|0|0
ahahaha|0|0|0|0|0|0|1
haha|0|0|2|0|1|2|1
universal|0|0|0|1|0|1|0
omelet|0|0|2|0|0|0|0
beed|0|0|1|0|0|0|0
erectus|2|0|0|0|0|3|1
hunt|0|2|0|1|0|3|0
findings|0|0|0|0|0|0|1
