character|line
monica|but that wouldn't be fair to me it wouldn't be fair to alan it wouldn't be fair to you
ross|who who wants fair
ross|y'know i just want things back
ross|y'know the way they were
monica|i'm sorry
chandler|oh she's sorry
chandler|i feel better
rachel|i just can't believe this
rachel|i mean with the holidays coming up i wanted him to meet my family
monica|i'll meet somone else
monica|there'll be other alans
monica|are you guys gonna be okay
ross|hey hey we'll be fine
ross|we're just gonna need a little time
monica|i understand
monica|i'm i'm really sorry
monica|relieved
rachel|remember when we went to central park and rented boats
rachel|that was fun
ross|yeah
ross|he could row like a viking
monica|hi
ross|so how'd it go
monica|oh y'know
phoebe|did he mention us
monica|he said he's really gonna miss you guys
ross|you had a rough day huh
ross|c'mere
chandler|that's it
chandler|i'm getting cigarettes
chandler|i don't care i don't care
chandler|game's over
chandler|i'm weak
chandler|i've gotta smoke
chandler|i've gotta have the smoke
phoebe|if you never smoke again i'll give you seven thousand dollars
chandler|yeah alright
chandler|end
monica|alright
monica|phoebe
phoebe|okay okay
phoebe|if i were omnipotent for a day i would want um world peace no more hunger good things for the rain forest
phoebe|and bigger boobs
ross|yeah see
ross|you took mine
ross|chandler what about you
chandler|uh if i were omnipotent for a day i'd
chandler|make myself omnipotent forever
rachel|see there's always one guy
rachel|if i had a wish i'd wish for three more wishes
monica|hey joey what would you do if you were omnipotent
joey|probably kill myself
monica|excuse me
joey|hey if little joey's dead then i got no reason to live
ross|joey uh omnipotent
joey|you are
joey|ross i'm sorry
monica|how does she do that
ross|i cannot sleep in a public place
monica|would you look at her
monica|she is so peaceful
phoebe|oh
phoebe|what what what
phoebe|hi
ross|it's okay y'know you just nodded off again
monica|what's going on with you
phoebe|i got no sleep last night
ross|why
phoebe|my grandmother has this new boyfriend and they're both kind of insecure in bed
phoebe|oh and deaf
phoebe|so they're constantly like having to reassure each other that they're having a good time
phoebe|you have no idea how loud they are
monica|well if you want you can stay with rachel and me tonight
phoebe|thanks
joey|ninety five ninety six ninety seven
joey|see i told you
joey|less than a hundred steps from our place to here
chandler|you got waaaay too much free time
joey|hey
joey|here's the birthday boy
joey|ross check it out hockey tickets rangers penguins tonight at the garden and we're taking you
chandler|happy birthday pal
joey|we love you man
ross|funny my birthday was seven months ago
joey|so
ross|so i'm guessing you had an extra ticket and couldn't decide which one of you got to bring a date
chandler|well aren't we mr
chandler|the glass is half empty
ross|oh my god oh is today the twentieth october twentieth
monica|oh i was hoping you wouldn't remember
ross|ohhh
joey|what's wrong with the twentieth
chandler|eleven days before hallowe'en
chandler|all the good costumes are gone
ross|today's the day carol and i first
ross|consummated our physical relationship
ross|sex
ross|you know what i i'd better pass on the game
ross|i think i'm just gonna go home and think about my ex wife and her lesbian lover
joey|the hell with hockey let's all do that
chandler|c'mon ross
chandler|you me joey ice guys night out c'mon whaddya say big guy huh
chandler|huh
chandler|huh
ross|what are you doing
chandler|i have no idea
joey|c'mon ross
ross|alright alright maybe it'll take my mind off it
ross|do you promise to buy me a big thumb finger
chandler|you got it
rachel|look look look look look my first pay check
rachel|look at the window there's my name
rachel|hi me
phoebe|i remember the day i got my first pay check
phoebe|there was a cave in in one of the mines and eight people were killed
monica|wow you worked in a mine
phoebe|i worked in a dairy queen why
rachel|god isn't this exciting
rachel|i earned this
rachel|i wiped tables for it i steamed milk for it and it was totally not worth it
rachel|who's fica
rachel|why's he getting all my money
rachel|i mean what chandler look at that
chandler|oh this is not that bad
joey|oh you're fine yeah for a first job
ross|you can totally totally live on this
monica|yeah yeah
ross|oh by the way great service tonight
rachel|oh my god
monica|i swear i've seen birds do this on wild kingdom
rachel|what are you guys doing here
rachel|leslie look at you you are so big i can't believe it
rachel|so what's going on with you
phoebe|look look i have elbows
chandler|poulet passes it up to leech
joey|leech spots messier in the crease there's the pass
chandler|we'll take a brief time out while messier stops to look at some women's shoes
ross|carol was wearing boots just like those the night that we we first y'know
ross|fact she uh she never took'em off cause we we sorry
ross|sorry
joey|what
ross|peach pit
chandler|yes bunny
ross|peach pit
ross|that night we uh we had
joey|peaches
ross|actually nectarines but basically
chandler|could've been a peach
ross|then uh then we got dressed and i i
ross|i walked her to the the bus stop
ross|i'm fine
joey|hey that woman's got an ass like carol's
joey|what
joey|thought we were trying to find stuff
rachel|so c'mon you guys tell me all the dirt
rachel|okay
rachel|what
rachel|guys i'm not
rachel|i'm not
rachel|this is what i'm doing now
rachel|i've got this job
rachel|okay i'm not just waitressing
rachel|i'm
rachel|i um
rachel|i write the specials on the specials board and uh
rachel|and i uh
rachel|i take the uh dead flowers out of the vase
rachel|oh and um sometimes artelle lets me put the little chocolate blobbies on the cookies
monica|hey rach
monica|how was it with your friends
monica|okay
monica|how would you like some tiki death punch
rachel|what's that
monica|weeeell it's rum and
rachel|okay
monica|we thought since phoebe was staying over tonight we'd have kinda like a slumber party thing
monica|we got some trashy magazines we got cookie dough we got twister
phoebe|ooh
phoebe|ooh
phoebe|and i brought operation
phoebe|but um i lost the tweezers so we can't operate
phoebe|but we can prep the guy
monica|uh rach it's the visa card people
rachel|oh god ask them what they want
monica|could you please tell me what this is in reference to
monica|yes hold on
monica|um they say there's been some unusual activity on your account
rachel|but i haven't used my card in weeks
monica|that is the unusual activity
monica|look they just wanna see if you're okay
rachel|they wanna know if i'm okay
rachel|okay
rachel|they wanna know if i'm okay okay let's see
rachel|well let's see the fica guys took all my money everyone i know is either getting married or getting promoted or getting pregnant and i'm getting coffee
rachel|and it's not even for me
rachel|so if that sounds like i'm okay okay then you can tell them i'm okay okay
monica|uh rachel has left the building can you call back
rachel|alright c'mon
rachel|let's play twister
ross|sorry sorry
ross|uh oh
chandler|what
chandler|there was ice there that night with carol
chandler|plastic seats
chandler|four thousand angry pittsburgh fans
ross|no actually i was just saying it looks like we're not sitting together
ross|but now you mention it there was ice there that night
ross|it was the first frost
joey|c'mon sit
joey|just sit down sit
monica|you should feel great about yourself
monica|you're doing this amazing independence thing
rachel|monica what is so amazing
rachel|i gave up like everything
rachel|and for what
phoebe|you are just like jack
rachel|jack from downstairs
phoebe|no jack and the beanstalk
monica|ah the other jack
phoebe|yeah right
phoebe|see he gave up something but then he got those magic beans
phoebe|and then he woke up and there was this this big plant outside his window full of possibilities and stuff
phoebe|and he lived in a village and you live in the village
rachel|okay but pheebs pheebs jack gave up a cow i gave up an orthodontist
rachel|okay i i i know i know i didn't love him
phoebe|oh see jack did love the cow
rachel|but see it was a plan
rachel|y'know it was clear
rachel|it was figured out and now everything's just kinda like
phoebe|floopy
rachel|yeah
monica|so what you're not the only one
monica|i mean half the time we don't know where we're going
monica|you've just gotta figure at some point it's all gonna come together and it's just gonna be
